Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
TIT	2	10	xy16	figs-inclusive	ἡμῶν	1	нашего	Притяжательное местоимение 1 лица мн.числа (**нашего**) включает Павла, Тита и всех христиан. (См: [[rc://ru/ta/man/translate/figs-inclusive]])
TIT	2	11	y44u			0	Связующее утверждение:	Павел призывает Тита ждать пришествия Иисуса и помнить о своей ответственности перед Ним.
TIT	2	11	gp2z	figs-personification	ἐπεφάνη & ἡ χάρις τοῦ Θεοῦ	1	явилась благодать Бога	Павел говорит о благодати Божьей, как о человеке, который пришёл. Посмотрите, как эта фраза переведена в RSOB. Альтернативный перевод: “Бог теперь даровал Свою благодать”. (См: [[rc://ru/ta/man/translate/figs-personification]])
TIT	2	12	qy8k	figs-personification	παιδεύουσα ἡμᾶς	1	приучающая нас	Павел говорит о благодати Божьей ([Титу 2:11](./11.md)), как будто это человек, который учит других людей жить в святости. Альтернативный перевод: “эта благодать учит нас” или “Бог учит нас через эту благодать”. (См: [[rc://ru/ta/man/translate/figs-personification]])
TIT	2	12	abce	figs-inclusive	ἡμᾶς	1	нас	Местоимение 1 лица мн.числа (“нас”) включает Павла, Тита и всех христиан. (См: [[rc://ru/ta/man/translate/figs-inclusive]])
TIT	2	12	lxb3		τὴν ἀσέβειαν	1	нечестие	“поступки и качества, которые бесчестят Бога”
TIT	2	12	n3k5		τὰς κοσμικὰς ἐπιθυμίας	1	мирские страсти	“сильных желаний обладать тем, что есть у мира” или “сильных желаний иметь греховные удовольствия”
TIT	2	12	xy19		ἀσέβειαν & εὐσεβῶς	1	нечестие... благочестиво	Эти термины прямо противоположны. Они означают поступки и качества, которые, соответственно **бесчестят Бога (нечестие)** и выражают **почтение Бога (благочестие)**.
TIT	2	12	fk8j		ἐν τῷ νῦν αἰῶνι	1	в настоящем веке	“пока мы живём в этом мире” или “в это время”
TIT	2	13	rz93		προσδεχόμενοι	1	ожидая	“мы радостно ждём”
TIT	2	13	xyz6	figs-metonymy	τὴν μακαρίαν ἐλπίδα	1	счастливую надежду	Здесь прилагательное **счастливая** описывает то, на что мы надеемся, а именно – возвращение Иисуса Христа. Когда сбудется наша надежда и Христос вернётся, мы будем очень счастливы. Альтернативный перевод: “прекрасное, на что мы надеемся” (См: [[rc://ru/ta/man/translate/figs-metonymy]])
TIT	2	13	pss7	figs-metonymy	καὶ ἐπιφάνειαν τῆς δόξης τοῦ μεγάλου Θεοῦ καὶ Σωτῆρος ἡμῶν, Ἰησοῦ Χριστοῦ	1	и явление славы великого Бога и нашего Спасителя Иисуса Христа	Здесь **слава** представляет собой самого Иисуса, который придёт в славе. Альтернативный перевод: “то есть славного появления нашего великого Бога и Спасителя Иисуса Христа”. (См: [[rc://ru/ta/man/translate/figs-metonymy]])
TIT	2	13	abcf	figs-hendiadys	τὴν μακαρίαν ἐλπίδα, καὶ ἐπιφάνειαν τῆς δόξης	1	счастливую надежду и явление славы	Обе фразы – и **счастливая надежда**, и **явление славы** – описывают одно и то же событие. Возможно, это следует выразить более ясно. Альтернативный перевод: “то, чего мы радостно ожидаем – славного прихода Бога” (См: [[rc://ru/ta/man/translate/figs-hendiadys]])
TIT	2	13	xyz7	figs-hendiadys	τοῦ μεγάλου Θεοῦ καὶ Σωτῆρος ἡμῶν, Ἰησοῦ Χριστοῦ	1	великого Бога и нашего Спасителя Иисуса Христа	И **великий Бог**, и **Спаситель** относится к одной личности. Альтернативный перевод: “Иисус Христос – наш великий Бог и Спаситель” (См: [[rc://ru/ta/man/translate/figs-hendiadys]])
TIT	2	14	niu4	figs-explicit	ἔδωκεν ἑαυτὸν ὑπὲρ ἡμῶν	1	отдал Себя за нас	Эта фраза означает, что Иисус умер добровольно. Альтернативный перевод: “Он позволил убить Себя вместо нас”. (См: [[rc://ru/ta/man/translate/figs-explicit]])
TIT	2	14	xy20	figs-inclusive	ἡμῶν	1	нас	Местоимение 1 лица мн.числа (“нас”) включает Павла, Тита и всех христиан (См: [[rc://ru/ta/man/translate/figs-inclusive]])
TIT	2	14	gxe7	figs-metaphor	λυτρώσηται ἡμᾶς ἀπὸ πάσης ἀνομίας	1	выкупить нас от любого беззакония	Павел говорит об Иисусе, как будто Он освобождает рабов от их злого хозяина. (См: [[rc://ru/ta/man/translate/figs-metaphor]])
TIT	2	14	xy21	figs-inclusive	ἡμᾶς	1	нас	Местоимение 1 лица мн.числа (“нас”) включает Павла, Тита и всех христиан (См: [[rc://ru/ta/man/translate/figs-inclusive]])
TIT	2	14	fjy1		λαὸν περιούσιον	1	особенный народ	“Группа людей, которых Он очень ценит”
TIT	2	14	ii18		ζηλωτὴν	1	ревнителя	“тот, кто очень хочет делать”
TIT	2	15	abc7		παρακάλει	1	убеждай	“поощряй их делать это”
TIT	2	15	b94z	figs-explicit	ἔλεγχε, μετὰ πάσης ἐπιταγῆς	1	обличай со всей властью	Если вы сочтёте нужным, можно указать, кого именно должен обличать Тит. Альтернативный перевод: “А тех людей, которые так не поступают, обличай со всей властью”. (См: [[rc://ru/ta/man/translate/figs-explicit]])
TIT	2	15	h15y		μηδείς σου περιφρονείτω	1	Пусть никто не пренебрегает тобой	“Не позволяй никому смотреть на тебя свысока”
TIT	2	15	xy22	figs-doublenegatives	μηδείς σου περιφρονείτω	1	Пусть никто не пренебрегает тобой	Это утверждение можно сформулировать без отрицания (положительно): “Добивайся, чтобы каждый слушал тебя”. (См: [[rc://ru/ta/man/translate/figs-doublenegatives]])
TIT	2	15	jbu1	figs-explicit	σου περιφρονείτω	1	пренебрегает тобой	Можно выразить эксплицитно то, как люди могут пренебрегать Титом. Альтернативный перевод: “отказываются слушать твои слова” или “отказываются уважать тебя” (См: [[rc://ru/ta/man/translate/figs-explicit]])
TIT	3	intro	zh6x			0		# Титу Глава 3. Общие примечания<br><br>## Структура и формат<br><br>В этой главе Павел даёт Титу личные указания.<br><br>Стих 15 формально завершает это письмо. Это был обычный способ, с помощью которого на древнем Ближнем Востоке заканчивали письма.<br><br>## Специальные понятия в этой главе<br><br>### Родословия<br><br>Родословия (стих 9) – это списки имён, в которых записаны предки или потомки человека. Они показывают, к какому колену, т.е. племени и семейству принадлежит человек. Например, священники происходили из племени Левия и семейства Аарона. Некоторые списки включали в себя также истории о предках или даже о сверхъестественных существах. Эти списки и истории были предметом споров о происхождении и о степени важности тех или иных людей.
TIT	3	1	y9tr			0	Связующее утверждение:	Павел продолжает давать указания Титу учить старейшин и всех верующих, которые находятся под его опекой на Крите.
TIT	3	1	j2sa		ὑπομίμνῃσκε αὐτοὺς & ὑποτάσσεσθαι	1	Напоминай им повиноваться	“Снова и снова говори нашим людям то, что они уже знают, что надо подчиняться”, или “Продолжай напоминать им, чтобы они подчинялись”
TIT	3	1	w3fy		ἀρχαῖς, ἐξουσίαις, ὑποτάσσεσθαι, πειθαρχεῖν	1	повиноваться, покоряться начальствам, властям	“Поступайте так, как велят правители страны и власти, повиновинуйтесь им”
TIT	3	1	wa9x	figs-doublet	ἀρχαῖς, ἐξουσίαις	1	начальствам, властям	Эти слова имеют сходное значение – оба слова означают людей, обладающих властью в правительстве. Если для них в языке перевода есть только одна лексема, то используйте её (См: [[rc://ru/ta/man/translate/figs-doublet]])
TIT	3	1	xy25	figs-doublet	ὑποτάσσεσθαι, πειθαρχεῖν	1	повиноваться, покоряться	Эти слова имеют сходное значение: “исполнять чьи-то приказы”. Если для этого в языке перевода есть только одна лексема, то используйте её (См: [[rc://ru/ta/man/translate/figs-doublet]])
TIT	3	1	in7u		πρὸς πᾶν ἔργον ἀγαθὸν ἑτοίμους εἶναι	1	быть готовыми к любому доброму делу	“Будьте готовы делать добро всякий раз, когда есть такая возможность”
TIT	3	2	lug7		βλασφημεῖν	1	оскорблять	“говорить плохо о ком-то”
TIT	3	2	abcx	figs-doublenegatives	ἀμάχους εἶναι	1	быть не задиристыми	Это можно выразить с помощью положительного утверждения: “быть миролюбивыми” (См: [[rc://ru/ta/man/translate/figs-doublenegatives]])
TIT	3	3	m9zd		ἦμεν γάρ ποτε καὶ ἡμεῖς	1	Потому что и мы когда-то были	Союз “потому что” здесь указывает на причинно-следственную связь с предыдущими стихами: верующие должны быть миролюбивыми и кроткими, и никого не оскорблять (за их плохое поведение), ведь и сами верующие (включая Павла и Тита) раньше, когда ещё не знали Христа, были такими же — неразумными и не покорялись Богу.
TIT	3	3	me7b		ποτε	1	когда-то	“Прежде”, “когда-то давно” или “раньше”
TIT	3	3	bl8e	figs-inclusive	ἡμεῖς	1	мы	“Даже мы” или “и мы сами”. Местоимение 1 лица мн.числа (“мы”) включает Павла, Тита и всех христиан в отношении того времени, когда они ещё не поверили во Христа (См: [[rc://ru/ta/man/translate/figs-inclusive]])
TIT	3	3	rrx9		ἦμεν & ἀνόητοι	1	были неразумными	“были глупыми” или “были безумцами”
TIT	3	3	qt8f	figs-personification	πλανώμενοι, δουλεύοντες ἐπιθυμίαις καὶ ἡδοναῖς ποικίλαις	1	заблудшими, рабами страстей и различных наслаждений	О желании и наслаждении говорится так, будто это некие лица, которые с помощью лжи главенствуют над людьми и превращают их в рабов. Альтернативный перевод: “Мы позволили себе поверить в ложь, будто разные страсти и наслаждения сделают нас счастливыми, а затем уже были не в состоянии контролировать свои чувства и перестать делать то, что нам должно было принести удовльствие” (См: [[rc://ru/ta/man/translate/figs-personification]])
TIT	3	3	xy27	figs-activepassive	πλανώμενοι, δουλεύοντες ἐπιθυμίαις καὶ ἡδοναῖς ποικίλαις	1	заблудшими, рабами страстей и различных наслаждений	Это можно выразить с помощью активной конструкции. Альтернативный перевод: “Разные страсти и удовольствия обманули нас и таким образом увели от Бога” (См: [[rc://ru/ta/man/translate/figs-activepassive]])
TIT	3	3	tl5n		ἐπιθυμίαις	1	страстей	“похотей” или “сильных, неудержимых желаний”
TIT	3	3	dec4		ἐν κακίᾳ καὶ φθόνῳ διάγοντες	1	жили в злобе и зависти	О жизни людей, которые постоянно злятся друг на друга и завидуют друг другу говорится как если бы зависть и злоба были неким местом, в котором эти люди жили, или как если бы зависть и злоба были жидкостью, в которую эти люди были бы погружены. Альтернативный перевод: “Мы жили, постоянно завидуя и злясь друг на друга, и не могли вырваться из этой жизни”.
TIT	3	3	y5lp		στυγητοί	1	мерзкие	“мы вызывали ненавистные чувства у других людей”
TIT	3	4	xy28	grammar-connect-logic-contrast	δὲ	1	же	Здесь важно подчеркнуть контраст между испорченностью людей (стихи 1-3) и добротой, проявленной Богом (стихи 4-7) (См: [[rc://ru/ta/man/translate/grammar-connect-logic-contrast]])
TIT	3	4	ba5a	figs-personification	ὅτε & ἡ χρηστότης καὶ ἡ φιλανθρωπία ἐπεφάνη τοῦ Σωτῆρος ἡμῶν, Θεοῦ	1	когда явилась доброта и человеколюбие нашего Спасителя Бога	Павел говорит о Божьей доброте и любви как о людях, которые появились перед нами. Альтернативный перевод: “Когда Бог проявил доброту и любовь к людям...” (См: [[rc://ru/ta/man/translate/figs-personification]])
TIT	3	4	abcg	figs-abstractnouns	ὅτε & ἡ χρηστότης καὶ ἡ φιλανθρωπία ἐπεφάνη τοῦ Σωτῆρος ἡμῶν, Θεοῦ	1	Когда явились доброта и человеколюбие нашего Спасителя Бога	Абстрактные понятия “доброта” и “человеколюбие” можно выразить при помощи прилагательных. Альтернативный перевод: “Когда спасающий нас Бог показал, насколько Он добр и любящ по отношению к людям” (См: [[rc://ru/ta/man/translate/figs-abstractnouns]])
TIT	3	4	abch	figs-inclusive	ἡμῶν	1	нашего	Притяжательное местоимение 1 лица мн.числа (“нашего”) включает Павла, Тита и всех христиан (См: [[rc://ru/ta/man/translate/figs-inclusive]])
TIT	3	5	n4ug		κατὰ τὸ αὐτοῦ ἔλεος	1	по Своей милости	“потому что Он помиловал нас”
TIT	3	5	k1a6	figs-metaphor	λουτροῦ παλινγενεσίας	1	омовение возрождения	Павел совмещает здесь две метафоры. Он говорит о Божьем прощении грешников, как если бы Бог физически омывал их от греха; он также говорит о грешниках, которые ответили на призыв Бога, как о людях, которые родились заново. (См: [[rc://ru/ta/man/translate/figs-metaphor]])
TIT	3	6	fby9	figs-metaphor	οὗ ἐξέχεεν ἐφ’ ἡμᾶς πλουσίως	1	Которого обильно излил на нас	Авторы Нового Завета часто говорят о Святом Духе как о жидкости, которую Бог может изливать в больших количествах. Альтернативный перевод: “которого Бог щедро даровал нам”. (См: [[rc://ru/ta/man/translate/figs-metaphor]])
TIT	3	6	xy24	figs-inclusive	ἡμᾶς	1	нас	Местоимение 1 лица мн.числа (“нас”) включает Павла, Тита и всех христиан. (См: [[rc://ru/ta/man/translate/figs-inclusive]])
TIT	3	6	q9ze		διὰ Ἰησοῦ Χριστοῦ, τοῦ Σωτῆρος ἡμῶν	1	через Иисуса Христа, нашего Спасителя	“когда Иисус спас нас”
TIT	3	6	xy23	figs-inclusive	ἡμῶν	1	нашего	Притяжательное местоимение 1 лица мн.числа (“нашего”) включает Павла, Тита и всех христиан. (См: [[rc://ru/ta/man/translate/figs-inclusive]])
TIT	3	7	di3g	figs-activepassive	δικαιωθέντες	1	оправдавшись	Это можно перефразировать, используя не возвратный, а действительный залог. Альтернативный перевод: “когда Бог объявил нас безгрешными”. (См: [[rc://ru/ta/man/translate/figs-activepassive]])
TIT	3	7	q1cm	figs-metaphor	κληρονόμοι γενηθῶμεν, κατ’ ἐλπίδα ζωῆς αἰωνίου	1	мы стали наследниками в соответствии с надеждой вечной жизни	О людях, которым Бог дал Свои обещания, говорится так, как будто они унаследовали имущество и богатство от члена семьи. (См: [[rc://ru/ta/man/translate/figs-metaphor]])
TIT	3	8	j8md		ὁ λόγος	1	Это  & слово	Под “верным словом” здесь имеется в виду утверждение, содержащееся в предыдущих стихах [Титу 3:7](../03/07.md):<br>Бог через Иисуса даёт верующим Святого Духа.
TIT	3	8	xy29		τούτων	1	этом	Указательное местоимение (“об этом”) отсылает к тому, что было сказано в стихах 1-7. Альтернативный перевод: “Я хочу, чтобы ты постоянно учил тому, что я тебе сейчас написал”.
TIT	3	8	kqm6		φροντίζωσιν καλῶν ἔργων, προΐστασθαι	1	старались быть прилежными в добрых делах	“стремились делать добрые дела”
TIT	3	9	tzh9			0	Связующее утверждение:	Павел объясняет Титу, чего он должен избегать, и как ему следует относиться к тем, кто вызывает споры среди верующих.
TIT	3	9	j1hf		δὲ & περιΐστασο	1	А... уклоняйся	“Но уклоняйся” или “Поэтому избегай”
TIT	3	9	xnf9		μωρὰς & ζητήσεις	1	глупых споров	“споров по поводу неважных вопросов”
TIT	3	9	qk66		γενεαλογίας	1	родословий	“Родословие” – это исследование семейных связей и родства между людьми. См. комментарий в Общих примечаниях к главе 3.
TIT	3	9	xu7f		ἔρεις	1	ссор	споров или драк
TIT	3	9	ky3n		νομικὰς	1	о законе	“о законе Моисея”
TIT	3	10	x3fh		αἱρετικὸν ἄνθρωπον & παραιτοῦ	1	еретичного человека избегай	“Держись подальше от человека, который провоцирует разделения в общине”
TIT	3	10	xzx1		μετὰ μίαν καὶ δευτέραν νουθεσίαν	1	после первого и второго предупреждения	“после того, как ты предупредил этого человека один или два раза”
TIT	3	11	r7pc		ὁ τοιοῦτος	1	такой	“человек, который так делает”
TIT	3	11	inh5	figs-metaphor	ἐξέστραπται	1	развратился	В некоторых переводах “сбился с пути”. Павел говорит о человеке, который совершает ошибки, как будто он сошёл с правильного пути и заблудился. (См: [[rc://ru/ta/man/translate/figs-metaphor]])
TIT	3	11	p81k		ὢν αὐτοκατάκριτος	1	будучи самоосуждён	“сам на себя навлекает осуждение”
TIT	3	12	z7i4			0	Связующее утверждение:	Павел заканчивает письмо, рассказывая Титу, что ему следует делать после назначения старейшин на Крите, а также посылая приветы от верующих, которые находятся рядом с ним.
TIT	3	12	mba6		ὅταν πέμψω	1	Когда пришлю	“После того, как я отправлю”
TIT	3	12	c32w	translate-names	Ἀρτεμᾶν & Τυχικόν	1	Артему или Тихика	Это мужские имена. (См: [[rc://ru/ta/man/translate/translate-names]])
TIT	3	12	knt1		σπούδασον ἐλθεῖν	1	поспеши прийти	приходи поскорее
TIT	3	12	xy30		σπούδασον	1	поспеши	Здесь использован глагол в единственном числе – Павел обращается только к Титу. Подразумевается, что Артема и Тихик останутся на Крите, по-видимому, вместо Тита.
TIT	3	12	gdw9		παραχειμάσαι	1	перезимовать	“провести зиму”
TIT	3	13	a46f	translate-names	Ζηνᾶν & Ἀπολλῶν	1	Зину и Аполлоса	Это мужские имена. (См: [[rc://ru/ta/man/translate/translate-names]])
TIT	3	13	s757		καὶ Ἀπολλῶν	1	и Аполлоса	“и Аполлоса”
TIT	3	13	j496		σπουδαίως πρόπεμψον	1	старательно препроводи	“Обеспечь их всем необходимым для путешествия”
TIT	3	13	xy31	figs-doublenegatives	ἵνα μηδὲν αὐτοῖς λείπῃ	1	чтобы у них не было никакого недостатка	Можно выразить это без отрицания: “чтобы у них было всё, что им может понадобиться”. (См: [[rc://ru/ta/man/translate/figs-doublenegatives]])
TIT	3	14	v7wg			0	Связующее утверждение:	Павел объясняет, почему так важно, чтобы верующие обеспечили Зенаса и Аполлоса<br>всем необходимым.
TIT	3	14	fw98		οἱ ἡμέτεροι	1	наши	Павел называет христиан, живущих на Крите, “нашими”. Притяжательное местоимение 1 лица мн.числа означает самих людей, которые принадлежат к той же группе, что и Павел и Тит, то есть верующих во Христа. Альтернативный перевод: “наши люди” или “члены нашей общины”.
TIT	3	14	xy33	figs-inclusive	οἱ ἡμέτεροι	1	наши	Притяжательное местоимение 1 лица мн.числа “наши” включает Павла и Тита, то есть здесь нужно использовать двойственную форму местоимения или инклюзив. (См: [[rc://ru/ta/man/translate/figs-inclusive]])
TIT	3	14	tn24		εἰς τὰς ἀναγκαίας χρείας	1	в необходимых нуждах	“в помощи людям, у которых есть срочные и важные нужды”
TIT	3	14	mji4	figs-metaphor	ἵνα μὴ ὦσιν ἄκαρποι	1	чтобы не были бесплодны	Павел говорит о людях, делающих добро, как будто они являются деревьями, приносящими хорошие плоды. Альтернативный перевод: “чтобы их жизнь не была бесполезной” (См: [[rc://ru/ta/man/translate/figs-metaphor]])
TIT	3	14	xy32	figs-doublenegatives	ἵνα μὴ ὦσιν ἄκαρποι	1	чтобы не были бесплодны	Двойное отрицание можно переформулировать в утверждение: “они должны быть плодотворными или продуктивными”.<br>Альтернативный перевод: “чтобы они делали добрые дела”. (См: [[rc://ru/ta/man/translate/figs-doublenegatives]])
TIT	3	15	j3y2			0	Связующее утверждение:	Павел заканчивает своё письмо Титу.
TIT	3	15	k1sa		οἱ μετ’ ἐμοῦ πάντες	1	все, кто со мной	“Все люди, которые находятся рядом со мной” или “Все верующие, которые находятся рядом со мной”.
TIT	3	15	f4vc		τοὺς φιλοῦντας ἡμᾶς ἐν πίστει	1	любящих нас в вере	Возможные значения: 1) “верующие, которые нас любят” или 2) “верующие, которые любят нас, потому что мы разделяем одну и ту же веру”.
TIT	3	15	xy35	figs-inclusive	ἡμᾶς	1	нас	Здесь местоимение 1 лица мн.числа (“нас”) указывает, возможно, только на Павла и на тех христиан, которые находятся рядом с ним, и не включает Тита и верующих на Кипре (то есть местоимение “нас” здесь является экслюзивом). Павел шлёт привет от верующих, среди которых он находится, тем верующим, которые находятся на Крите вместе с Титом. (См: [[rc://ru/ta/man/translate/figs-inclusive]])
TIT	3	15	kx83		ἡ χάρις μετὰ πάντων ὑμῶν	1	Благодать со всеми вами	Это было обычное христианское приветствие. Альтернативный перевод: “Да будет с вами Божья благодать” или “Я прошу, чтобы Бог был милостив ко всем вам”.
